Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_EGMFullScenario,Chrome 71.0.3578.98,,2019-02-14 10:19:39,2019-02-14 10:20:24,45.264s,PASSED
,,,,,,
Test Cases/TC_Login,Chrome 71.0.3578.98,,2019-02-14 10:19:39,2019-02-14 10:19:58,18.597s,PASSED
"pk_Functions.CS_Login.LoginFun(findTestObject(null), ""http://192.168.0.190:8080/mof/#/"", findTestObject(""Login/Username""), findTestObject(""Login/Password""), ""AAttia"", ""123"", findTestObject(""Login/Login""))",Chrome 71.0.3578.98,,2019-02-14 10:19:40,2019-02-14 10:19:58,18.151s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Select_Screen,Chrome 71.0.3578.98,,2019-02-14 10:19:58,2019-02-14 10:20:03,5.386s,PASSED
"click(findTestObject(""NE_SideMenu""))",Chrome 71.0.3578.98,,2019-02-14 10:19:58,2019-02-14 10:20:00,1.671s,PASSED
"click(findTestObject(""NE_EventGroupManagement""))",Chrome 71.0.3578.98,,2019-02-14 10:20:00,2019-02-14 10:20:00,0.092s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Search""))",Chrome 71.0.3578.98,,2019-02-14 10:20:00,2019-02-14 10:20:01,1.282s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 10:20:01,2019-02-14 10:20:03,2.036s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 10:20:03,2019-02-14 10:20:08,4.426s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 10:20:04,2019-02-14 10:20:04,0.087s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 10:20:04,2019-02-14 10:20:06,2.005s,PASSED
"if (Search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 10:20:06,2019-02-14 10:20:06,0.006s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 10:20:06,2019-02-14 10:20:08,2.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 10:20:08,2019-02-14 10:20:12,4.113s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 10:20:08,2019-02-14 10:20:08,0.075s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 10:20:08,2019-02-14 10:20:10,2.004s,PASSED
"if (Search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 10:20:10,2019-02-14 10:20:10,0.001s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 10:20:10,2019-02-14 10:20:12,2.004s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 10:20:12,2019-02-14 10:20:16,4.101s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 10:20:12,2019-02-14 10:20:12,0.073s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 10:20:12,2019-02-14 10:20:14,2.002s,PASSED
"if (Search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 10:20:14,2019-02-14 10:20:14,0.000s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 10:20:14,2019-02-14 10:20:16,2.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 10:20:16,2019-02-14 10:20:20,4.099s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 10:20:16,2019-02-14 10:20:16,0.069s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 10:20:16,2019-02-14 10:20:18,2.001s,PASSED
"if (Search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 10:20:18,2019-02-14 10:20:18,0.001s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 10:20:18,2019-02-14 10:20:20,2.004s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 10:20:20,2019-02-14 10:20:24,4.108s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 10:20:20,2019-02-14 10:20:20,0.080s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 10:20:20,2019-02-14 10:20:22,2.003s,PASSED
"if (Search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 10:20:22,2019-02-14 10:20:22,0.001s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 10:20:22,2019-02-14 10:20:24,2.002s,PASSED
