Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_EGMFullScenario,Chrome 71.0.3578.98,,2019-02-14 11:08:55,2019-02-14 11:09:33,38.158s,ERROR
,,,,,,
Test Cases/TC_Login,Chrome 71.0.3578.98,,2019-02-14 11:08:55,2019-02-14 11:09:10,14.912s,PASSED
"pk_Functions.CS_Login.LoginFun(findTestObject(null), ""http://192.168.0.190:8080/mof/#/"", findTestObject(""Login/Username""), findTestObject(""Login/Password""), ""AAttia"", ""123"", findTestObject(""Login/Login""))",Chrome 71.0.3578.98,,2019-02-14 11:08:56,2019-02-14 11:09:10,14.466s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Select_Screen,Chrome 71.0.3578.98,,2019-02-14 11:09:10,2019-02-14 11:09:14,4.275s,PASSED
"click(findTestObject(""NE_SideMenu""))",Chrome 71.0.3578.98,,2019-02-14 11:09:10,2019-02-14 11:09:12,1.124s,PASSED
"click(findTestObject(""NE_EventGroupManagement""))",Chrome 71.0.3578.98,,2019-02-14 11:09:12,2019-02-14 11:09:12,0.109s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Search""))",Chrome 71.0.3578.98,,2019-02-14 11:09:12,2019-02-14 11:09:12,0.625s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 11:09:12,2019-02-14 11:09:14,2.034s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 11:09:14,2019-02-14 11:09:21,6.727s,ERROR
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 11:09:15,2019-02-14 11:09:15,0.096s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-02-14 11:09:15,2019-02-14 11:09:16,1.003s,PASSED
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 11:09:16,2019-02-14 11:09:21,5.218s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 11:09:21,2019-02-14 11:09:27,5.544s,ERROR
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 11:09:21,2019-02-14 11:09:21,0.087s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-02-14 11:09:21,2019-02-14 11:09:22,1.003s,PASSED
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 11:09:22,2019-02-14 11:09:26,4.309s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 11:09:27,2019-02-14 11:09:29,2.110s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 11:09:27,2019-02-14 11:09:27,0.087s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-02-14 11:09:27,2019-02-14 11:09:28,1.002s,PASSED
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 11:09:28,2019-02-14 11:09:28,0.000s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-02-14 11:09:28,2019-02-14 11:09:29,1.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 11:09:29,2019-02-14 11:09:31,2.083s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 11:09:29,2019-02-14 11:09:29,0.064s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-02-14 11:09:29,2019-02-14 11:09:30,1.000s,PASSED
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 11:09:30,2019-02-14 11:09:30,0.001s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-02-14 11:09:30,2019-02-14 11:09:31,1.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 11:09:31,2019-02-14 11:09:33,2.093s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 11:09:31,2019-02-14 11:09:31,0.087s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-02-14 11:09:31,2019-02-14 11:09:32,1.000s,PASSED
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 11:09:32,2019-02-14 11:09:32,0.001s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-02-14 11:09:32,2019-02-14 11:09:33,1.002s,PASSED
