Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Event Group Management,Chrome 71.0.3578.98,,2019-01-22 10:48:00,2019-01-22 10:48:59,58.823s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Update,Chrome 71.0.3578.98,,2019-01-22 10:48:00,2019-01-22 10:48:59,58.437s,ERROR
"pk_Functions.CS_Login.LoginFun(findTestObject(null), ""http://192.168.0.190:8080/mof/#/"", findTestObject(""Login/Username""), findTestObject(""Login/Password""), ""AAttia"", ""123"", findTestObject(""Login/Login""))",Chrome 71.0.3578.98,,2019-01-22 10:48:01,2019-01-22 10:48:16,14.944s,PASSED
"click(findTestObject(""NE_SideMenu""))",Chrome 71.0.3578.98,,2019-01-22 10:48:16,2019-01-22 10:48:18,2.259s,PASSED
"click(findTestObject(""NE_EventGroupManagement""))",Chrome 71.0.3578.98,,2019-01-22 10:48:18,2019-01-22 10:48:18,0.092s,PASSED
"click(findTestObject(""Search""))",Chrome 71.0.3578.98,,2019-01-22 10:48:18,2019-01-22 10:48:19,0.725s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-01-22 10:48:19,2019-01-22 10:48:24,5.065s,PASSED
"pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun(""xpath"", ""//*[@id=""app-form""]//app-body//app-event-categories-management-layout//app-event-categories-management-list/p-panel//p-datatable/div/div[2]"", ""1"", 0, 3, 2)",Chrome 71.0.3578.98,,2019-01-22 10:48:24,2019-01-22 10:48:33,8.399s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-01-22 10:48:33,2019-01-22 10:48:38,5.001s,PASSED
"pk_Functions.CS_AllPageData.AllPageDataFun(""Event Group Management/EventManagementGPUpdate_ObjectRepository"", ""Sheet1"", [ArabicDescription, EnglishDescription, Save, Back])",Chrome 71.0.3578.98,,2019-01-22 10:48:38,2019-01-22 10:48:47,9.854s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-01-22 10:48:47,2019-01-22 10:48:49,2.001s,PASSED
"pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun(""xpath"", ""//*[@id=""app-form""]//app-body//app-event-categories-management-layout//app-event-categories-management-list/p-panel//p-datatable/div/div[2]"", ""1"", 0, 3, 1)",Chrome 71.0.3578.98,,2019-01-22 10:48:49,2019-01-22 10:48:58,8.192s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-22 10:48:58,2019-01-22 10:48:59,1.006s,PASSED
"pk_Functions.CS_VerifyPageData.CheckMatching(""Event Group Management/EventManagementGPUpdate_ObjectRepository"", ""Sheet2"", ""Event Group Management/EventManagemntGPUpdate_Data1"")",Chrome 71.0.3578.98,,2019-01-22 10:48:59,2019-01-22 10:48:59,0.109s,ERROR
