Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Event Group Management,Chrome 71.0.3578.98,,2019-01-22 12:46:13,2019-01-22 12:47:16,1m - 2.795s,ERROR
,,,,,,
Test Cases/TC_Login,Chrome 71.0.3578.98,,2019-01-22 12:46:13,2019-01-22 12:46:27,13.911s,PASSED
pk_Functions.CS_Login.LoginFun,Chrome 71.0.3578.98,,2019-01-22 12:46:14,2019-01-22 12:46:27,13.476s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-22 12:46:27,2019-01-22 12:46:42,14.421s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-22 12:46:28,2019-01-22 12:46:39,11.735s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-22 12:46:39,2019-01-22 12:46:40,1.004s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-22 12:46:40,2019-01-22 12:46:41,0.263s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-22 12:46:41,2019-01-22 12:46:42,1.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-22 12:46:42,2019-01-22 12:46:50,8.404s,ERROR
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-22 12:46:42,2019-01-22 12:46:49,7.065s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-22 12:46:49,2019-01-22 12:46:50,1.004s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-22 12:46:50,2019-01-22 12:46:50,0.324s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Delete,Chrome 71.0.3578.98,,2019-01-22 12:46:50,2019-01-22 12:47:03,12.813s,PASSED
pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,,2019-01-22 12:46:50,2019-01-22 12:46:58,8.207s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-22 12:46:58,2019-01-22 12:47:00,2.004s,PASSED
pk_Functions.CS_SpecificPageData.DataFun,Chrome 71.0.3578.98,,2019-01-22 12:47:00,2019-01-22 12:47:01,0.353s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-22 12:47:01,2019-01-22 12:47:03,2.003s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Delete,Chrome 71.0.3578.98,,2019-01-22 12:47:03,2019-01-22 12:47:16,12.703s,PASSED
pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,,2019-01-22 12:47:03,2019-01-22 12:47:11,8.388s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-22 12:47:11,2019-01-22 12:47:13,2.003s,PASSED
pk_Functions.CS_SpecificPageData.DataFun,Chrome 71.0.3578.98,,2019-01-22 12:47:13,2019-01-22 12:47:13,0.272s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-22 12:47:13,2019-01-22 12:47:15,2.003s,PASSED
