Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_EGMFullScenario,Chrome 71.0.3578.98,,2019-02-14 11:40:27,2019-02-14 11:41:26,58.467s,ERROR
,,,,,,
Test Cases/TC_Login,Chrome 71.0.3578.98,,2019-02-14 11:40:28,2019-02-14 11:40:43,14.987s,PASSED
"pk_Functions.CS_Login.LoginFun(findTestObject(null), ""http://192.168.0.190:8080/mof/#/"", findTestObject(""Login/Username""), findTestObject(""Login/Password""), ""AAttia"", ""123"", findTestObject(""Login/Login""))",Chrome 71.0.3578.98,,2019-02-14 11:40:28,2019-02-14 11:40:43,14.500s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Select_Screen,Chrome 71.0.3578.98,,2019-02-14 11:40:43,2019-02-14 11:40:47,4.298s,PASSED
"click(findTestObject(""NE_SideMenu""))",Chrome 71.0.3578.98,,2019-02-14 11:40:43,2019-02-14 11:40:44,1.160s,PASSED
"click(findTestObject(""NE_EventGroupManagement""))",Chrome 71.0.3578.98,,2019-02-14 11:40:44,2019-02-14 11:40:44,0.103s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Search""))",Chrome 71.0.3578.98,,2019-02-14 11:40:44,2019-02-14 11:40:45,0.610s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 11:40:45,2019-02-14 11:40:47,2.033s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 11:40:47,2019-02-14 11:40:58,10.836s,ERROR
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 11:40:47,2019-02-14 11:40:47,0.100s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-02-14 11:40:47,2019-02-14 11:40:50,3.004s,PASSED
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 11:40:50,2019-02-14 11:40:58,7.371s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 11:40:58,2019-02-14 11:41:07,9.598s,ERROR
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 11:40:58,2019-02-14 11:40:58,0.074s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-02-14 11:40:58,2019-02-14 11:41:01,3.002s,PASSED
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 11:41:01,2019-02-14 11:41:07,6.407s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 11:41:07,2019-02-14 11:41:14,6.095s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 11:41:07,2019-02-14 11:41:08,0.072s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-02-14 11:41:08,2019-02-14 11:41:11,3.003s,PASSED
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 11:41:11,2019-02-14 11:41:11,0.002s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-02-14 11:41:11,2019-02-14 11:41:14,3.001s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 11:41:14,2019-02-14 11:41:20,6.145s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 11:41:14,2019-02-14 11:41:14,0.122s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-02-14 11:41:14,2019-02-14 11:41:17,3.002s,PASSED
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 11:41:17,2019-02-14 11:41:17,0.001s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-02-14 11:41:17,2019-02-14 11:41:20,3.001s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 11:41:20,2019-02-14 11:41:26,6.114s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 71.0.3578.98,,2019-02-14 11:41:20,2019-02-14 11:41:20,0.090s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-02-14 11:41:20,2019-02-14 11:41:23,3.003s,PASSED
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 11:41:23,2019-02-14 11:41:23,0.001s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-02-14 11:41:23,2019-02-14 11:41:26,3.002s,PASSED
