Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_EGMFullScenario,Chrome 72.0.3626.109,,2019-02-20 13:42:00,2019-02-20 13:42:31,31.110s,FAILED
,,,,,,
Test Cases/TC_Login,Chrome 72.0.3626.109,This test case is used to Login to MOF website,2019-02-20 13:42:00,2019-02-20 13:42:11,10.664s,FAILED
"pk_Functions.CS_Login.LoginFun(findTestObject(null), ""http://192.168.0.190:8080/mof/#/"", findTestObject(""Login/Username""), findTestObject(""Login/Password""), ""AAttia"", ""123"", findTestObject(""Login/Login""))",Chrome 72.0.3626.109,,2019-02-20 13:42:01,2019-02-20 13:42:11,10.074s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Select_Screen,Chrome 72.0.3626.109,,2019-02-20 13:42:11,2019-02-20 13:42:11,0.626s,FAILED
"click(findTestObject(""NE_SideMenu""))",Chrome 72.0.3626.109,,2019-02-20 13:42:11,2019-02-20 13:42:11,0.107s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Insert_Records,Chrome 72.0.3626.109,This test case is used to insert records in data file and it has to be connected to data file excel sheet using data binding,2019-02-20 13:42:11,2019-02-20 13:42:12,0.427s,FAILED
"click(findTestObject(""Event Group Managemnt/BTN_Insert""))",Chrome 72.0.3626.109,,2019-02-20 13:42:12,2019-02-20 13:42:12,0.036s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Insert_Records,Chrome 72.0.3626.109,This test case is used to insert records in data file and it has to be connected to data file excel sheet using data binding,2019-02-20 13:42:12,2019-02-20 13:42:12,0.156s,FAILED
"click(findTestObject(""Event Group Managemnt/BTN_Insert""))",Chrome 72.0.3626.109,,2019-02-20 13:42:12,2019-02-20 13:42:12,0.141s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Insert_Records,Chrome 72.0.3626.109,This test case is used to insert records in data file and it has to be connected to data file excel sheet using data binding,2019-02-20 13:42:12,2019-02-20 13:42:12,0.063s,FAILED
"click(findTestObject(""Event Group Managemnt/BTN_Insert""))",Chrome 72.0.3626.109,,2019-02-20 13:42:12,2019-02-20 13:42:12,0.047s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Insert_Records,Chrome 72.0.3626.109,This test case is used to insert records in data file and it has to be connected to data file excel sheet using data binding,2019-02-20 13:42:12,2019-02-20 13:42:12,0.047s,FAILED
"click(findTestObject(""Event Group Managemnt/BTN_Insert""))",Chrome 72.0.3626.109,,2019-02-20 13:42:12,2019-02-20 13:42:12,0.032s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Insert_Records,Chrome 72.0.3626.109,This test case is used to insert records in data file and it has to be connected to data file excel sheet using data binding,2019-02-20 13:42:12,2019-02-20 13:42:12,0.047s,FAILED
"click(findTestObject(""Event Group Managemnt/BTN_Insert""))",Chrome 72.0.3626.109,,2019-02-20 13:42:12,2019-02-20 13:42:12,0.047s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Click on Search Button,Chrome 72.0.3626.109,,2019-02-20 13:42:12,2019-02-20 13:42:12,0.344s,FAILED
"click(findTestObject(""Event Group Managemnt/BTN_Clear""))",Chrome 72.0.3626.109,,2019-02-20 13:42:12,2019-02-20 13:42:12,0.031s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Delete_Records,Chrome 72.0.3626.109,,2019-02-20 13:42:12,2019-02-20 13:42:14,1.737s,ERROR
if (ActionType),Chrome 72.0.3626.109,,2019-02-20 13:42:13,2019-02-20 13:42:14,1.394s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Delete_Records,Chrome 72.0.3626.109,,2019-02-20 13:42:14,2019-02-20 13:42:14,0.084s,ERROR
if (ActionType),Chrome 72.0.3626.109,,2019-02-20 13:42:14,2019-02-20 13:42:14,0.068s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Delete_Records,Chrome 72.0.3626.109,,2019-02-20 13:42:14,2019-02-20 13:42:14,0.142s,ERROR
if (ActionType),Chrome 72.0.3626.109,,2019-02-20 13:42:14,2019-02-20 13:42:14,0.111s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Delete_Records,Chrome 72.0.3626.109,,2019-02-20 13:42:14,2019-02-20 13:42:15,0.328s,ERROR
if (ActionType),Chrome 72.0.3626.109,,2019-02-20 13:42:15,2019-02-20 13:42:15,0.063s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Delete_Records,Chrome 72.0.3626.109,,2019-02-20 13:42:15,2019-02-20 13:42:15,0.109s,ERROR
if (ActionType),Chrome 72.0.3626.109,,2019-02-20 13:42:15,2019-02-20 13:42:15,0.094s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Verify_Delete and Undelete,Chrome 72.0.3626.109,This test case is used to verify deleted and undeleted records,2019-02-20 13:42:15,2019-02-20 13:42:18,3.442s,ERROR
"pk_Functions.CS_WebtableVerification.ValidateSearchParameters(Delete, ""Event Group Management/MOF_NE_Event Group ManagementObjectRepository"", ""Sheet1"", [code], 0)",Chrome 72.0.3626.109,,2019-02-20 13:42:15,2019-02-20 13:42:18,3.129s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Verify_Delete and Undelete,Chrome 72.0.3626.109,This test case is used to verify deleted and undeleted records,2019-02-20 13:42:18,2019-02-20 13:42:21,3.100s,ERROR
"pk_Functions.CS_WebtableVerification.ValidateSearchParameters(Delete, ""Event Group Management/MOF_NE_Event Group ManagementObjectRepository"", ""Sheet1"", [code], 0)",Chrome 72.0.3626.109,,2019-02-20 13:42:18,2019-02-20 13:42:21,3.084s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Verify_Delete and Undelete,Chrome 72.0.3626.109,This test case is used to verify deleted and undeleted records,2019-02-20 13:42:21,2019-02-20 13:42:25,3.100s,ERROR
"pk_Functions.CS_WebtableVerification.ValidateSearchParameters(Delete, ""Event Group Management/MOF_NE_Event Group ManagementObjectRepository"", ""Sheet1"", [code], 0)",Chrome 72.0.3626.109,,2019-02-20 13:42:21,2019-02-20 13:42:25,3.100s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Verify_Delete and Undelete,Chrome 72.0.3626.109,This test case is used to verify deleted and undeleted records,2019-02-20 13:42:25,2019-02-20 13:42:28,3.084s,ERROR
"pk_Functions.CS_WebtableVerification.ValidateSearchParameters(Delete, ""Event Group Management/MOF_NE_Event Group ManagementObjectRepository"", ""Sheet1"", [code], 0)",Chrome 72.0.3626.109,,2019-02-20 13:42:25,2019-02-20 13:42:28,3.084s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Verify_Delete and Undelete,Chrome 72.0.3626.109,This test case is used to verify deleted and undeleted records,2019-02-20 13:42:28,2019-02-20 13:42:31,3.091s,ERROR
"pk_Functions.CS_WebtableVerification.ValidateSearchParameters(Delete, ""Event Group Management/MOF_NE_Event Group ManagementObjectRepository"", ""Sheet1"", [code], 0)",Chrome 72.0.3626.109,,2019-02-20 13:42:28,2019-02-20 13:42:31,3.091s,ERROR
