Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Event Group Management,Chrome 71.0.3578.98,,2019-01-22 10:40:48,2019-01-22 10:41:58,1m - 10.209s,ERROR
,,,,,,
Test Cases/TC_Login,Chrome 71.0.3578.98,,2019-01-22 10:40:49,2019-01-22 10:41:08,19.757s,PASSED
pk_Functions.CS_Login.LoginFun,Chrome 71.0.3578.98,,2019-01-22 10:40:49,2019-01-22 10:41:08,19.242s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-22 10:41:08,2019-01-22 10:41:42,33.149s,ERROR
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-22 10:41:09,2019-01-22 10:41:41,32.599s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-22 10:41:41,2019-01-22 10:41:41,0.144s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-22 10:41:42,2019-01-22 10:41:58,16.166s,ERROR
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-22 10:41:42,2019-01-22 10:41:58,16.067s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-22 10:41:58,2019-01-22 10:41:58,0.076s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Delete,Chrome 71.0.3578.98,,2019-01-22 10:41:58,2019-01-22 10:41:58,0.419s,ERROR
pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,,2019-01-22 10:41:58,2019-01-22 10:41:58,0.066s,PASSED
pk_Functions.CS_SpecificPageData.DataFun,Chrome 71.0.3578.98,,2019-01-22 10:41:58,2019-01-22 10:41:58,0.072s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Delete,Chrome 71.0.3578.98,,2019-01-22 10:41:58,2019-01-22 10:41:58,0.164s,ERROR
pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,,2019-01-22 10:41:58,2019-01-22 10:41:58,0.132s,ERROR
